0,1
FISV,QRVO
FISV,ROST
FISV,ZBH
FLT,ILMN
FLT,PYPL
FLT,QRVO
FLT,SWK
FLT,SWKS
FLT,VFC
FOX,NTRS
FOX,PEAK
FOX,RL
FOX,TFC
FOX,USB
FOXA,NTRS
FOXA,RL
FOXA,TFC
FOXA,USB
FRC,TRMB
FRT,WFC
GE,RL
GEN,GOOG
GEN,GOOGL
GEN,HSIC
GEN,INVH
GEN,IQV
GEN,LH
GEN,MAA
GEN,PLD
GEN,RHI
GEN,ROP
GEN,SEE
GIS,MRK
GL,SJM
GLW,MA
GOOG,IQV
GOOG,LH
GOOGL,LH
GPC,HUM
GWW,SJM
HAS,LUMN
HAS,NWL
HCA,IPG
HCA,MS
HCA,TXT
HD,ORCL
HES,LLY
HES,MCK
HES,MPC
HES,PSX
HES,SLB
HES,XOM
HIG,RJF
HIG,ULTA
HII,KMI
HLT,HPE
HLT,L
HLT,ZION
HPE,HST
HPE,MAR
HRL,MKC
HRL,XEL
HSIC,MDLZ
HSIC,MO
HSIC,PEG
HSIC,PM
HSIC,SEE
HST,L
HST,MAR
HST,MTB
HST,SYY
HSY,WRB
HUM,K
HUM,ORLY
HUM,PGR
HUM,SJM
IBM,JNJ
IBM,MDLZ
IBM,PM
IBM,RE
IBM,SJM
IBM,TRV
IBM,UNH
IDXX,NKE
IEX,TJX
IFF,KMX
IFF,LUMN
INCY,L
INCY,MAR
INCY,NRG
INCY,NTAP
INCY,O
INCY,TSN
INCY,UDR
INCY,WELL
INCY,WFC
INCY,ZION
INVH,RHI
IP,WRK
IPG,TXT
IQV,LH
IQV,ORCL
IQV,VMC
IR,VMC
IRM,NUE
IRM,OKE
IRM,RJF
IRM,ULTA
ISRG,ROK
ITW,VMC
J,MLM
JBHT,KDP
JBHT,LIN
JBHT,UNP
JCI,ORCL
JKHY,K
JKHY,SRE
JNJ,KDP
JNJ,MO
JNJ,PM
JNJ,TRV
JNJ,WAB
JPM,RL
K,LMT
K,SRE
KDP,WAB
KEY,LYV
KEY,MGM
KIM,PRU
KLAC,LKQ
KLAC,ODFL
KLAC,PRU
KLAC,RF
KMB,KO
KMB,KR
KMB,LDOS
KMB,LH
KMB,LHX
KMB,LIN
KMB,LMT
KMB,MAA
KMB,MKC
KMB,MLM
KMB,MMC
KMB,MO
KMB,MRK
KMB,MSFT
KMB,MSI
KMB,MTD
KMB,NDAQ
KMB,NDSN
KMB,NEE
KMB,NEM
KMB,NI
KMB,NKE
KMB,NOC
KMB,NSC
KMB,NWS
KMB,NWSA
KMB,OMC
KMB,ORCL
KMB,ORLY
KMB,PAYX
KMB,PCAR
KMB,PEP
KMB,PFE
KMB,PGR
KMB,PKG
KMB,PKI
KMB,PLD
KMB,PM
KMB,POOL
KMB,PSA
KMB,RE
KMB,REGN
KMB,RHI
KMB,RMD
KMB,ROK
KMB,ROL
KMB,RSG
KMB,SBUX
KMB,SEE
KMB,SJM
KMB,SNA
KMB,SO
KMB,SPGI
KMB,SRE
KMB,STE
KMB,STZ
KMB,SYK
KMB,TDY
KMB,TECH
KMB,TEL
KMB,TGT
KMB,TJX
KMB,TMO
KMB,TMUS
KMB,TRV
KMB,TT
KMB,TXN
KMB,UNH
KMB,UNP
KMB,UPS
KMB,VMC
KMB,VRTX
KMB,WAB
KMB,WAT
KMB,WM
KMB,WMT
KMB,WRB
KMB,WST
KMB,WTW
KMB,XYL
KMB,YUM
KMB,ZTS
KMI,RTX
L,MAR
LDOS,MO
LDOS,MRK
LDOS,NEM
LDOS,NKE
LDOS,NOC
LDOS,OMC
LDOS,PGR
LDOS,PKG
LDOS,PM
LDOS,POOL
LDOS,RE
LDOS,REGN
LDOS,SHW
LDOS,SJM
LDOS,SNA
LDOS,SO
LDOS,SPGI
LDOS,TMUS
LDOS,TRV
LDOS,TT
LDOS,UNH
LDOS,VRSN
LDOS,WAT
LDOS,WRB
LDOS,WST
LDOS,XYL
LDOS,ZTS
LEN,NVR
LEN,NXPI
LH,MLM
LH,SYK
LH,TDY
LH,TECH
LH,TEL
LH,TGT
LH,TXN
LH,VMC
LHX,PSA
LIN,WAB
LIN,YUM
LLY,MPC
LNC,SBNY
LNC,SIVB
LNT,MAA
LNT,MDLZ
LNT,MMC
LNT,MO
LNT,PAYX
LNT,PM
LNT,PSA
LNT,RHI
LNT,RSG
LNT,SEE
LNT,UNH
LNT,WM
LOW,ODFL
LRCX,NVR
LRCX,NXPI
MA,MLM
MA,NSC
MA,NWS
MA,NWSA
MA,PKG
MA,PKI
MA,POOL
MA,SHW
MA,SNA
MA,SYK
MA,TDY
MA,TEL
MA,TGT
MA,TT
MA,TXN
MA,UNP
MA,UPS
MA,VMC
MA,WTW
MA,YUM
MAR,MTB
MAR,SYY
MCD,WAB
MCHP,NVR
MCHP,PH
MCK,MPC
MCK,VLO
MCK,XOM
MCO,POOL
MDLZ,WAB
MDT,QRVO
MET,RJF
MET,ULTA
META,MMM
META,SWK
MLM,VMC
MMC,WAB
MMM,QRVO
MMM,SWK
MMM,SWKS
MMM,XRAY
MOH,NUE
MOH,PWR
MOH,RJF
MSFT,PKI
MSFT,RHI
MSI,WAB
MTD,VMC
MTD,YUM
NCLH,NFLX
NCLH,PARA
NCLH,SBNY
NCLH,SIVB
NCLH,SPG
NCLH,SYF
NCLH,VTR
NCLH,WBD
NCLH,WDC
NEE,TMO
NEE,UPS
NEE,WAB
NRG,O
NRG,RTX
NRG,SYY
NSC,TXN
NSC,VMC
NTAP,PNC
NTRS,STX
NTRS,USB
NVR,NXPI
O,PPL
ODFL,TSCO
OKE,ULTA
ORCL,VMC
ORCL,YUM
ORLY,PEP
ORLY,SJM
PARA,WDC
PAYX,PFE
PEG,PKG
PEG,PSA
PEG,SEE
PEG,UNP
PFG,ULTA
PGR,SJM
PGR,WRB
PM,WAB
PNW,ROST
PNW,RTX
PNW,T
PNW,TYL
PNW,VZ
POOL,SHW
POOL,SPGI
POOL,WST
POOL,ZTS
PPL,RTX
PPL,SYY
PPL,TAP
PPL,WFC
PPL,ZION
PSX,SLB
PSX,XOM
RCL,SBNY
RCL,SIVB
RCL,WBD
RE,SJM
RJF,ULTA
ROP,SHW
ROP,TGT
SEE,STE
SO,UNH
SO,WRB
SRE,WRB
SYK,TDY
SYK,TGT
T,TFX
T,TRMB
T,TROW
T,UDR
T,WHR
T,ZION
TDG,TPR
TDG,TXT
TDG,URI
TDY,TECH
TDY,TEL
TDY,TGT
TDY,WAT
TECH,TGT
TRV,WAB
TSN,WELL
TTWO,VFC
TXN,UPS
TYL,ZBRA
UAL,VTR
UAL,WBD
UAL,WDC
VRSN,VRTX
WAB,WM
WAB,YUM
WEC,WM
WEC,WRB
WST,ZTS
